group,groupDesc,longDesc,passedId,num,ver,status.cat,status.comm,status.first,status.chamber,actionLine,active,sponsor,intro,action,fn,req,approp,current,prefiled,rcws
"1207","Superior court clerk fees","Concerning superior court clerk fees.","2SHB 1207","1207","SHB 1207","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Thai","2025-02-21","2025-04-17","SFN,Loc","D","0","0","0","10.101|2.43|36.18.020|36.33|36.4"
"1207","Superior court clerk fees","Concerning superior court clerk fees.","2SHB 1207","1207","2SHB 1207","ENACTED","","","","Effective date 7/27/2025.","1","Thai","2025-04-08","2025-05-19","SFN,Loc","D","0","0","0",""
"1208 / 5155","Salmon recovery projects","Extending a program to streamline the environmental permitting process for salmon recovery projects.","","1208","HB 1208","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Tharinger","2025-01-13","2025-02-05","SFN,Loc","","0","0","0","43.21c.515|77.55.480"
"1208 / 5155","Salmon recovery projects","Extending a program to streamline the environmental permitting process for salmon recovery projects.","","1208","SB 5155","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Salomon","2025-01-13","2025-01-31","SFN,Loc","","0","0","0","43.21c.515|77.55.480"
"1209 / 5178","Sodium nitrite","Protecting public health and safety by regulating the transfer of sodium nitrite.","","1209","HB 1209","SUBSTITUTED","","","H","1st substitute bill substituted.","0","Mena","2025-01-13","2025-02-06","SFN","","0","0","0",""
"1209 / 5178","Sodium nitrite","Protecting public health and safety by regulating the transfer of sodium nitrite.","","1209","SB 5178","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Trudeau","2025-01-13","2025-04-27","SFN","","0","0","0",""
"1209","Sodium nitrite","Protecting public health and safety by regulating the transfer of sodium nitrite.","SHB 1209","1209","SHB 1209","ENACTED","","","","Effective date 4/7/2025.","1","Mena","2025-01-28","2025-04-07","","","0","0","0",""
"1210","Urban area tax preferences","Concerning targeted urban area tax preferences.","","1210","HB 1210","SUBSTITUTED","","","H","1st substitute bill substituted.","0","Barnard","2025-01-13","2025-03-11","SFN,Loc","","0","0","0","84.25.030|84.25.110"
"1210","Urban area tax preferences","Concerning targeted urban area tax preferences.","","1210","SHB 1210","OTHER","","","H","","0","Barnard","2025-02-06","","SFN,Loc","","0","0","0",""
"1210","Urban area tax preferences","Concerning targeted urban area tax preferences.","","1210","ESHB 1210","RULES","","","H","By resolution, returned to House Rules Committee for third reading.","1","Barnard","2025-02-06","2025-04-27","SFN,Loc","","0","0","0",""
"1211 / 5375","Clergy, duty to report abuse","Concerning the duty of clergy to report child abuse and neglect.","SB 5375","1211","HB 1211","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Walen","2025-01-13","2025-02-11","SFN","","0","0","0","26.44.020|26.44.030"
"1211 / 5375","Clergy, duty to report abuse","Concerning the duty of clergy to report child abuse and neglect.","SB 5375","1211","SB 5375","ENACTED","","","","Effective date 7/27/2025.","1","Frame","2025-01-20","2025-05-02","SFN,Loc","","0","0","0","26.44.020|26.44.030"
"1212 / 5509","Child care center siting","Concerning the siting of child care centers.","","1212","HB 1212","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Alvarado","2025-01-13","2025-01-29","SFN,Loc","","0","0","0","35.21|35a.21"
"1212 / 5509","Child care center siting","Concerning the siting of child care centers.","","1212","SB 5509","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Alvarado","2025-01-27","2025-03-06","SFN,Loc","","0","0","0","35.21|35a.21"
"1212","Child care center siting","Concerning the siting of child care centers.","","1212","SHB 1212","COMMITTEE","APP","false","H","Referred to Appropriations.","1","Alvarado","2025-01-24","2025-01-29","SFN,Loc","","0","0","0","35.21|35a.21"
"1213 / 5539","Paid family & medical leave","Expanding protections for workers in the state paid family and medical leave program.","","1213","HB 1213","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Berry","2025-01-13","2025-03-10","SFN","","0","0","0","50a.05.020|50a.15.020|50a.20.010|50a.20.020|50a.30.010|50a.35.010|50a.35.020"
"1213 / 5539","Paid family & medical leave","Expanding protections for workers in the state paid family and medical leave program.","","1213","SB 5539","COMMITTEE","L&C","true","S","First reading, referred to Labor & Commerce.","1","Alvarado","2025-01-28","2025-01-28","SFN,Loc","","0","0","0","50a.05.020|50a.15.020|50a.20.010|50a.20.020|50a.30.010|50a.35.010|50a.35.020"
"1213","Paid family & medical leave","Expanding protections for workers in the state paid family and medical leave program.","E2SHB 1213","1213","SHB 1213","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Berry","2025-02-07","2025-03-10","SFN","","0","0","0","50a.05.020|50a.10.030|50a.15.020|50a.20.010|50a.20.020|50a.24|50a.24.010|50a.30.010|50a.35.010|50a.35.020"
"1213","Paid family & medical leave","Expanding protections for workers in the state paid family and medical leave program.","E2SHB 1213","1213","2SHB 1213","FLOOR","","","H","","0","Berry","2025-02-27","","SFN","","0","0","0","50a.05.020|50a.05.050|50a.10.030|50a.15.020|50a.20.010|50a.20.020|50a.24|50a.24.010|50a.30.010|50a.35.010|50a.35.020"
"1213","Paid family & medical leave","Expanding protections for workers in the state paid family and medical leave program.","E2SHB 1213","1213","E2SHB 1213","ENACTED","","","","Effective date 1/1/2026.","1","Berry","2025-02-27","2025-05-17","SFN","","0","0","0","50a.05.020|50a.05.050|50a.10.030|50a.15.020|50a.20.010|50a.20.020|50a.24|50a.24.010|50a.30.010|50a.35.010|50a.35.020"
"1214 / 5768","Working families' tax credit","Expanding eligibility for the working families' tax credit to everyone age 18 and older.","","1214","HB 1214","COMMITTEE","FIN","true","H","First reading, referred to Finance.","1","Thai","2025-01-13","2025-01-13","SFN","","0","0","0",""
"1214 / 5768","Working families' tax credit","Expanding eligibility for the working families' tax credit to everyone age 18 and older.","","1214","SB 5768","RULES","","","S","Senate Rules ""X"" file.","1","Saldaña","2025-02-21","2025-03-17","SFN","","0","0","0",""
"1215 / 5096","Natural death act/pregnancy","Removing references to pregnancy from the model directive form under the natural death act.","HB 1215","1215","HB 1215","ENACTED","","","","Effective date 7/27/2025.","1","Taylor","2025-01-13","2025-04-16","","","0","0","0",""
"1215 / 5096","Natural death act/pregnancy","Removing references to pregnancy from the model directive form under the natural death act.","HB 1215","1215","SB 5096","COMMITTEE","L&J","true","S","First reading, referred to Law & Justice.","1","Dhingra","2025-01-13","2025-01-13","","","0","0","0",""
"1216 / 5195","Capital budget","Concerning the capital budget.","","1216","HB 1216","RULES","","","H","Referred to Rules 2 Review.","1","Tharinger","2025-01-13","2025-04-07","","D","0","0","0","28b.15.210|28b.15.310|28b.20.725|28b.30.750|28b.35.370|28b.50.360|39.35d.030|43.07.410|43.155.050|43.88d.010|79.22.060|79a.25.210"
"1216 / 5195","Capital budget","Concerning the capital budget.","","1216","SB 5195","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Trudeau","2025-01-13","2025-04-05","","D","0","0","0","28b.15.210|28b.15.310|28b.20.725|28b.30.750|28b.35.370|28b.50.360|39.35d.030|43.07.410|43.155.050|43.88d.010|79.22.060|79a.25.210"
"1216","Capital budget","Concerning the capital budget.","","1216","SHB 1216","RULES","","","H","Referred to Rules 2 Review.","1","Tharinger","2025-04-04","2025-04-07","","D","0","0","0","28a.525.159|28b.15.210|28b.15.310|28b.20.725|28b.30.750|28b.35.370|28b.50.360|39.35d.030|43.07.410|43.155.070|43.31.574|43.330.400|43.88d.010|79.70.100|79.71.060|79a.25.210"
"1217 / 5222","Residential tenants","Improving housing stability for tenants subject to the residential landlord-tenant act and the manufactured/mobile home landlord-tenant act by limiting rent and fee increases, requiring notice of rent and fee increases, limiting fees and deposits, establishing a landlord resource center and associated services, authorizing tenant lease termination, creating parity between lease types, and providing for attorney general enforcement.","EHB 1217","1217","EHB 1217","ENACTED","","","","Effective date 5/7/2025.","1","Alvarado","2025-01-13","2025-05-07","SFN,Loc","","0","0","0","59.18|59.18.140|59.2|59.20.030|59.20.060|59.20.170"
"1217 / 5222","Residential tenants","Improving housing stability for tenants subject to the residential landlord-tenant act and the manufactured/mobile home landlord-tenant act by limiting rent and fee increases, requiring notice of rent and fee increases, limiting fees and deposits, establishing a landlord resource center and associated services, authorizing tenant lease termination, creating parity between lease types, and providing for attorney general enforcement.","EHB 1217","1217","SB 5222","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Trudeau","2025-01-13","2025-02-20","SFN,Loc","","0","0","0","59.18|59.18.140|59.18.170|59.18.270|59.2|59.20.030|59.20.060|59.20.090|59.20.170"
"1217","Residential tenants","Improving housing stability for tenants subject to the residential landlord-tenant act and the manufactured/mobile home landlord-tenant act by limiting rent and fee increases, requiring notice of rent and fee increases, limiting fees and deposits, establishing a landlord resource center and associated services, authorizing tenant lease termination, creating parity between lease types, and providing for attorney general enforcement.","","1217","HB 1217","FLOOR","","","H","","0","Alvarado","2025-01-13","","SFN,Loc","","0","0","0","59.18|59.18.140|59.2|59.20.030|59.20.060|59.20.170"
"1217","Residential tenants","Improving housing stability for tenants subject to the residential landlord-tenant act and the manufactured/mobile home landlord-tenant act by limiting rent and fee increases, requiring notice of rent and fee increases, limiting fees and deposits, establishing a landlord resource center and associated services, authorizing tenant lease termination, creating parity between lease types, and providing for attorney general enforcement.","","1217","SHB 1217","SUBSTITUTED","","","H","1st substitute bill not substituted.","0","Alvarado","2025-01-20","2025-03-10","SFN,Loc","","0","0","0","59.18|59.18.140|59.18.170|59.18.270|59.2|59.20.030|59.20.060|59.20.090|59.20.170"
"1217","Residential tenants","Improving housing stability for tenants subject to the residential landlord-tenant act and the manufactured/mobile home landlord-tenant act by limiting rent and fee increases, requiring notice of rent and fee increases, limiting fees and deposits, establishing a landlord resource center and associated services, authorizing tenant lease termination, creating parity between lease types, and providing for attorney general enforcement.","","1217","2SHB 1217","SUBSTITUTED","","","H","1st substitute bill not substituted.","0","Alvarado","2025-02-10","2025-03-10","SFN,Loc","","0","0","0","59.18|59.18.140|59.18.170|59.18.270|59.2|59.20.030|59.20.060|59.20.090|59.20.170"
"1218","Competency eval. & restor.","Concerning persons referred for competency evaluation and restoration services.","","1218","HB 1218","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Farivar","2025-01-13","2025-03-12","SFN,Loc","G","0","0","0","10.77|10.77.074|10.77.084|10.77.086|10.77.088|10.77.092|43.84.092"
"1218","Competency eval. & restor.","Concerning persons referred for competency evaluation and restoration services.","","1218","SHB 1218","SUBSTITUTED","","","H","2nd substitute bill substituted.","0","Farivar","2025-02-18","2025-03-12","SFN,Loc","G","0","0","0","10.77|10.77.074|10.77.084|10.77.086|10.77.088|10.77.092|43.84.092"
"1218","Competency eval. & restor.","Concerning persons referred for competency evaluation and restoration services.","","1218","2SHB 1218","OTHER","","","H","","0","Farivar","2025-02-28","","SFN,Loc","G","0","0","0","10.77|10.77.074|10.77.086|10.77.088|10.77.092|43.84.092"
"1218","Competency eval. & restor.","Concerning persons referred for competency evaluation and restoration services.","","1218","E2SHB 1218","RULES","","","H","By resolution, returned to House Rules Committee for third reading.","1","Farivar","2025-02-28","2025-04-27","SFN,Loc","G","0","0","0","10.77|10.77.074|10.77.086|10.77.088|10.77.092|43.84.092"
"1219","Interbranch advisory comm.","Concerning the interbranch advisory committee.","EHB 1219","1219","HB 1219","FLOOR","","","H","","0","Taylor","2025-01-13","","SFN,Loc","","0","0","0","2.76|2.76.010|2.76.800|2.76.900"
"1219","Interbranch advisory comm.","Concerning the interbranch advisory committee.","EHB 1219","1219","EHB 1219","ENACTED","","","","Effective date 7/27/2025.","1","Taylor","2025-01-13","2025-05-20","SFN,Loc","","0","0","0","2.76|2.76.010|2.76.800|2.76.900"
"1220","Behavioral health/assaults","Concerning appropriate response to assaults by individuals in behavioral health crisis.","","1220","HB 1220","RULES","","","H","Returned to Rules Committee for second reading.","1","Farivar","2025-01-13","2025-03-19","SFN,Loc","","0","0","0",""
"1221","Gubernatorial proclamations","Increasing legislative involvement in gubernatorial proclamations relating to a state of emergency.","","1221","HB 1221","COMMITTEE","SGTR","true","H","First reading, referred to State Government & Tribal Relations.","1","Volz","2025-01-13","2025-01-13","","","0","0","0","43.06.210|43.06.220"
"1222 / 5196","Gambling commission/PRA","Concerning public inspection and copying of proprietary financial and security information submitted to or obtained by the gambling commission.","HB 1222","1222","HB 1222","ENACTED","","","","Effective date 7/27/2025.","1","Stearns","2025-01-13","2025-04-21","SFN","O","0","0","0",""
"1222 / 5196","Gambling commission/PRA","Concerning public inspection and copying of proprietary financial and security information submitted to or obtained by the gambling commission.","HB 1222","1222","SB 5196","COMMITTEE","STATE GOVERNMENT, TRIBAL AFFAIRS & ELECTIONS","true","S","First reading, referred to State Government, Tribal Affairs & Elections.","1","Conway","2025-01-13","2025-01-13","SFN","O","0","0","0",""
"1223","Voter challenges","Limiting frivolous claims by modifying forms, processes, and methods of adjudication for voter registration challenges.","","1223","HB 1223","COMMITTEE","SGTR","true","H","First reading, referred to State Government & Tribal Relations.","1","Doglio","2025-01-13","2025-01-13","SFN,Loc","","0","0","0","29a.08.135|29a.08.510|29a.08.630|29a.08.810|29a.08.840|29a.08.850"
