group,groupDesc,longDesc,passedId,num,ver,status.cat,status.comm,status.first,status.chamber,actionLine,active,sponsor,intro,action,fn,req,approp,current,prefiled,rcws
"5296","Juvenile offenses","Improving outcomes for individuals adjudicated of juvenile offenses by increasing opportunities for community placement options and refining procedural requirements.","","5296","2SSB 5296","OTHER","","","S","","0","Wilson, C.","2025-02-27","","SFN,Loc","","0","0","0","13.40.0357|13.40.160|13.40.165|13.40.185|13.40.205|13.40.210|13.40.215|13.40.230|72.01.412|72.05.420"
"5296","Juvenile offenses","Improving outcomes for individuals adjudicated of juvenile offenses by increasing opportunities for community placement options and refining procedural requirements.","","5296","E2SSB 5296","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Wilson, C.","2025-02-27","2025-04-27","SFN,Loc","","0","0","0","13.40.0357|13.40.160|13.40.165|13.40.185|13.40.205|13.40.210|13.40.215|13.40.230|72.01.412|72.05.420"
"5298","Mobile home community sale","Concerning the notice of sale or lease of manufactured/mobile home communities.","SSB 5298","5298","SSB 5298","ENACTED","","","","Effective date 7/27/2025.","1","Frame","2025-02-07","2025-05-07","SFN,Loc","","0","0","0","59.20.300|59.20.325|59.20.335"
"5299","Radiologic technologists","Concerning general supervision of diagnostic radiologic technologists, therapeutic radiologic technologists, and magnetic resonance imaging technologists by licensed physicians.","","5299","SB 5299","RULES","","","S","Senate Rules ""X"" file.","1","Riccelli","2025-01-16","2025-03-17","SFN","","0","0","0",""
"5299","Radiologic technologists","Concerning virtual direct supervision of diagnostic radiologic technologists, therapeutic radiologic technologists, and magnetic resonance imaging technologists by licensed physicians.","","5299","SSB 5299","RULES","","","S","Senate Rules ""X"" file.","1","Riccelli","2025-02-11","2025-03-17","","","0","0","0",""
"5300","St. Edward state park","Concerning the leasing authority of the state parks and recreation commission at St. Edward State Park.","","5300","SSB 5300","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Stanford","2025-02-06","2025-04-27","SFN","O","0","0","0","79a.05.025|79a.05.030"
"5301","Gov. services/tribal lands","Concerning extending governmental services from cities to tribal lands.","","5301","SSB 5301","RULES","","","S","Senate Rules ""X"" file.","1","Braun","2025-02-13","2025-03-17","","","0","0","0","36.70a|36.70a.110"
"5303","Yakima basin water plan","Extending the water supply milestone for the Yakima river basin integrated plan to 2035.","ESSB 5303","5303","SSB 5303","OTHER","","","S","","0","Warnick","2025-01-30","","SFN,Loc","","0","0","0","90.38.010|90.38.110|90.38.120|90.38.130"
"5303","Yakima basin water plan","Extending the water supply milestone for the Yakima river basin integrated plan to 2035.","ESSB 5303","5303","ESSB 5303","ENACTED","","","","Effective date 6/30/2025.","1","Warnick","2025-01-30","2025-05-15","SFN,Loc","","0","0","0","90.38.010|90.38.110|90.38.120|90.38.130"
"5305","Salmon recovery accelerator","Concerning the new environmental accelerator for salmon recovery and ecological resiliency projects.","","5305","SB 5305","COMMITTEE","AGNR","true","S","First reading, referred to Agriculture & Natural Resources.","1","Muzzall","2025-01-16","2025-01-16","SFN","","0","0","0","43.42|43.42.030|44.28"
"5309","Motorcycles/weight fees","Concerning motor vehicle weight fees applicable to motorcycles.","","5309","SB 5309","COMMITTEE","TRAN","true","S","First reading, referred to Transportation.","1","Cortes","2025-01-16","2025-01-16","SFN,Loc","","0","0","0",""
"5310","Child care subsidy rates","Concerning child care subsidy rates.","","5310","SB 5310","COMMITTEE","WM","true","S","First reading, referred to Ways & Means.","1","Braun","2025-01-16","2025-01-16","SFN","","0","0","0",""
"5311","Cash & food assistance/work","Increasing work participation rates for able-bodied working-age adults receiving cash and food assistance.","","5311","SB 5311","COMMITTEE","HS","true","S","First reading, referred to Human Services.","1","Braun","2025-01-16","2025-01-16","SFN","","0","0","0","74.08.025|74.08a.120|74.08a.260"
"5312","Net nanny operations","Concerning net nanny operations involving fictitious minors.","","5312","SB 5312","COMMITTEE","L&J","true","S","First reading, referred to Law & Justice.","1","Wellman","2025-01-16","2025-01-16","SFN,Loc","","0","0","0","9.94a.507|9a.44.140"
"5313","Rental agreement provisions","Adding to the list of provisions prohibited from rental agreements.","ESB 5313","5313","SB 5313","FLOOR","","","S","","0","Pedersen","2025-01-16","","","","0","0","0",""
"5313","Rental agreement provisions","Adding to the list of provisions prohibited from rental agreements.","ESB 5313","5313","ESB 5313","ENACTED","","","","Effective date 7/27/2025.","1","Pedersen","2025-01-16","2025-05-07","","","0","0","0",""
"5314","Capital gains tax","Modifying the capital gains tax.","SSB 5314","5314","SSB 5314","ENACTED","","","","Effective date 7/27/2025*.","1","Stanford","2025-02-18","2025-05-20","","D","0","0","0","82.04.4497|82.32.050|82.32.060|82.32.090|82.87|82.87.020|82.87.050|82.87.070|82.87.080|82.87.100|82.87.110|82.87.120|82.87.150"
"5316","Unclaimed property","Modifying provisions of the revised uniform unclaimed property act.","","5316","SSB 5316","OTHER","","","S","","0","Harris","2025-02-06","","SFN","D","0","0","0","18.39.370|63.3|63.30.010|63.30.040|63.30.050|63.30.090|63.30.120|63.30.230|63.30.240|63.30.280|63.30.300|63.30.330|63.30.340|63.30.360|63.30.410|63.30.420|63.30.460|63.30.550|63.30.650|63.30.670|63.30.680|63.30.690|63.30.730|63.30.740|63.30.790|63.30.820"
"5317","EFSEC/services by local gov.","Exempting local governments providing certain services for projects under the jurisdiction of the energy facility siting evaluation council from certain appeals.","SB 5317","5317","SB 5317","ENACTED","","","","Effective date 7/27/2025.","1","Goehner","2025-01-16","2025-05-12","SFN,Loc","","0","0","0",""
"5321","Postsecondary/med. abortion","Concerning access at public postsecondary educational institutions to medication abortion.","","5321","SB 5321","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Nobles","2025-01-17","2025-01-31","SFN","","0","0","0",""
"5321","Postsecondary/med. abortion","Concerning access at public postsecondary educational institutions to medication abortion.","","5321","SSB 5321","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Nobles","2025-01-30","2025-01-31","SFN","","0","0","0",""
"5322","Burrowing shrimp","Addressing the impacts of burrowing shrimp on bottom culture shellfish farming through integrated pest management research.","","5322","SSB 5322","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Chapman","2025-02-20","2025-02-21","SFN","","0","0","0",""
"5323","Theft from first responders","Concerning the penalties for theft and possession of stolen property from first responders.","SSB 5323","5323","SB 5323","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Warnick","2025-01-17","2025-02-12","SFN,Loc","","0","0","0","9a.56.030|9a.56.150"
"5323","Theft from first responders","Concerning the penalties for theft and possession of stolen property from first responders.","SSB 5323","5323","SSB 5323","ENACTED","","","","Effective date 7/27/2025.","1","Warnick","2025-01-30","2025-05-15","SFN,Loc","","0","0","0","9a.56.030|9a.56.150"
"5324","Prior auth. APIs/health","Aligning the implementation of application programming interfaces for prior authorization with federal guidelines.","","5324","SSB 5324","RULES","","","S","Senate Rules ""X"" file.","1","Cleveland","2025-02-11","2025-03-17","SFN","","0","0","0","41.05.845|48.43.830|74.09.840"
"5325","State cactus","Designating the state cactus.","","5325","SB 5325","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Warnick","2025-01-17","2025-04-27","","","0","0","0",""
"5326","Insulin emergency supply","Accessing an emergency supply of insulin.","","5326","SB 5326","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Cleveland","2025-01-17","2025-02-14","SFN","","0","0","0",""
"5327","Learning standards","Concerning learning standards and graduation requirements.","","5327","SB 5327","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Wellman","2025-01-17","2025-03-05","SFN","","0","0","0",""
"5327","Learning standards","Concerning learning standards and graduation requirements.","","5327","SSB 5327","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Wellman","2025-02-11","2025-04-27","SFN","","0","0","0","28a.300.468|28a.655.070"
"5328","Earned wage access services","Concerning the regulation of earned wage access services.","","5328","SSB 5328","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Lovick","2025-02-19","2025-04-27","SFN","","0","0","0","31.04.015|31.04.025"
"5329","Smoke detector installation","Concerning enforcement of laws regulating the installation of smoke detection devices.","","5329","SB 5329","COMMITTEE","HSG","true","S","First reading, referred to Housing.","1","Liias","2025-01-17","2025-01-17","SFN,Loc","","0","0","0",""
"5330","Spiked drink testing","Protecting consumers from spiked drinks.","","5330","SB 5330","RULES","","","S","Senate Rules ""X"" file.","1","Dhingra","2025-01-17","2025-03-17","SFN","","0","0","0",""
"5330","Spiked drink testing","Protecting consumers from spiked drinks.","","5330","SSB 5330","RULES","","","S","Senate Rules ""X"" file.","1","Dhingra","2025-02-14","2025-03-17","SFN","","0","0","0",""
"5331","Insurance code violations","Strengthening consumer protection through increased insurer accountability for violations of the insurance code.","","5331","SSB 5331","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Cortes","2025-02-19","2025-04-27","SFN","O","0","0","0","48.02.080|48.05.185"
"5332","Mobile dwellings","Concerning mobile dwellings.","","5332","SSB 5332","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Shewmake","2025-01-31","2025-02-03","SFN,Loc","","0","0","0","36.70a|64.32|64.34|64.38|64.9"
"5335","Rural nursing education","Establishing the rural nursing education program.","","5335","SB 5335","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Slatter","2025-01-17","2025-02-05","SFN,Loc","","0","0","0",""
"5335","Rural nursing education","Establishing the rural nursing education program.","","5335","SSB 5335","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Slatter","2025-02-04","2025-02-05","SFN,Loc","","0","0","0",""
"5336","Isolated employees","Concerning protections for isolated employees.","","5336","SB 5336","RULES","","","S","Senate Rules ""X"" file.","1","Orwall","2025-01-17","2025-03-17","SFN","","0","0","0","49.6|49.60.515"
"5336","Isolated employees","Concerning protections for isolated employees.","","5336","SSB 5336","RULES","","","S","Senate Rules ""X"" file.","1","Orwall","2025-02-07","2025-03-17","SFN","","0","0","0","49.6|49.60.515"
"5337","Memory care services","Creating a certification for memory care services.","E2SSB 5337","5337","SB 5337","SUBSTITUTED","","","S","2nd substitute bill substituted.","0","Orwall","2025-01-17","2025-03-11","SFN","","0","0","0","18.2|18.20.020|18.20.190|18.20.300|18.20.320|18.20.525"
"5337","Memory care services","Creating a certification for memory care services.","E2SSB 5337","5337","SSB 5337","SUBSTITUTED","","","S","2nd substitute bill substituted.","0","Orwall","2025-02-13","2025-03-11","SFN","","0","0","0","18.2|18.20.020|18.20.190|18.20.300|18.20.320|18.20.525"
"5337","Memory care services","Creating a certification for memory care services.","E2SSB 5337","5337","2SSB 5337","OTHER","","","S","","0","Orwall","2025-02-28","","SFN","","0","0","0","18.2|18.20.020|18.20.190|18.20.300|18.20.320|18.20.525"
"5337","Memory care services","Creating a certification for memory care services.","E2SSB 5337","5337","E2SSB 5337","ENACTED","","","","Effective date 7/27/2025.","1","Orwall","2025-02-28","2025-04-30","SFN","","0","0","0","18.2|18.20.020|18.20.190|18.20.300|18.20.320|18.20.525"
"5338","Veterans affairs adv. comm.","Concerning the veterans affairs advisory committee.","","5338","SSB 5338","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Nobles","2025-02-07","2025-04-27","","D","0","0","0",""
"5339","Minimum wage increases","Linking increases in the minimum wage to the federal minimum wage.","","5339","SB 5339","COMMITTEE","L&C","true","S","First reading, referred to Labor & Commerce.","1","Fortunato","2025-01-17","2025-01-17","","","0","0","0","49.46.020|49.46.120|49.46.820"
"5340","Sales tax exemptions","Exempting permanently from sales and use tax bottled water, prepared food, and clothing.","","5340","SB 5340","COMMITTEE","WM","true","S","First reading, referred to Ways & Means.","1","Fortunato","2025-01-17","2025-01-17","SFN,Loc","","0","0","0","82.08|82.08.0293|82.12"
"5341","Children's product sales tax","Exempting permanently from the sales and use tax purchases of products for young children.","","5341","SB 5341","COMMITTEE","WM","true","S","First reading, referred to Ways & Means.","1","Fortunato","2025-01-17","2025-01-17","SFN,Loc","","0","0","0","82.08|82.12"
"5342","Legislators/state facilities","Providing access for legislators to facilities owned and operated by the state.","","5342","SB 5342","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Christian","2025-01-17","2025-02-06","SFN","","0","0","0",""
"5342","Legislators/state facilities","Providing access for legislators to facilities owned and operated by the state.","","5342","SSB 5342","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Christian","2025-02-05","2025-02-06","SFN","","0","0","0",""
"5343","NE WA wolf-livestock account","Concerning the northeast Washington wolf-livestock management account.","SB 5343","5343","SB 5343","ENACTED","","","","Effective date 7/27/2025.","1","Short","2025-01-17","2025-05-12","SFN,Loc","","0","0","0",""
"5344","Essential worker health care","Establishing the essential worker health care program.","","5344","SSB 5344","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Riccelli","2025-02-11","2025-02-12","SFN","","0","0","0","43.20a|48.02"
"5347","Organized retail theft","Concerning organized retail theft.","","5347","SB 5347","COMMITTEE","L&J","true","S","First reading, referred to Law & Justice.","1","Fortunato","2025-01-17","2025-01-17","","","0","0","0",""
"5348","Organized retail theft","Creating a sentencing enhancement for organized retail theft.","","5348","SB 5348","COMMITTEE","L&J","true","S","First reading, referred to Law & Justice.","1","Fortunato","2025-01-17","2025-01-17","","","0","0","0",""
"5349","Assault rifles/CPL holders","Exempting a concealed pistol license holder from the prohibition against importing firearms classified as assault rifles.","","5349","SB 5349","COMMITTEE","L&J","true","S","First reading, referred to Law & Justice.","1","Fortunato","2025-01-17","2025-01-17","","","0","0","0",""
"5350","Firearm background checks","Concerning background check system for firearms transfers.","","5350","SB 5350","COMMITTEE","L&J","true","S","First reading, referred to Law & Justice.","1","Fortunato","2025-01-17","2025-01-17","","","0","0","0","43.43.580|43.43.585|43.43.590|9.41.1135"
"5351","Dental insurance practices","Ensuring patient choice and access to care by prohibiting unfair and deceptive dental insurance practices.","SSB 5351","5351","SSB 5351","ENACTED","","","","Effective date 7/27/2025.","1","King","2025-02-21","2025-05-12","SFN","","0","0","0","48.43|48.43.743"
"5355","Higher education safety","Improving safety at institutions of higher education while supporting student survivors of sexual assault.","E2SSB 5355","5355","SB 5355","SUBSTITUTED","","","S","2nd substitute bill substituted.","0","Orwall","2025-01-20","2025-03-12","SFN","","0","0","0","28b.10.147|28b.112.040"
"5355","Higher education safety","Improving safety at institutions of higher education while supporting student survivors of sexual assault.","E2SSB 5355","5355","SSB 5355","SUBSTITUTED","","","S","2nd substitute bill substituted.","0","Orwall","2025-02-17","2025-03-12","SFN","","0","0","0","28b.10.147|28b.10.735|28b.112.040"
"5355","Higher education safety","Improving safety at institutions of higher education while supporting student survivors of sexual assault.","E2SSB 5355","5355","2SSB 5355","OTHER","","","S","","0","Orwall","2025-02-28","","SFN","","0","0","0","28b.10.735|28b.112|70.125.110"
"5355","Higher education safety","Improving safety at institutions of higher education while supporting student survivors of sexual assault.","E2SSB 5355","5355","E2SSB 5355","ENACTED","","","","Effective date 7/27/2025.","1","Orwall","2025-02-28","2025-04-22","SFN","","0","0","0","28b.10.735|28b.112|70.125.110"
"5356","Criminal justice trainings","Concerning training provided by the criminal justice training commission.","2SSB 5356","5356","SB 5356","SUBSTITUTED","","","S","2nd substitute bill substituted.","0","Orwall","2025-01-20","2025-03-04","SFN,Loc","","0","0","0","43.101.270|43.101.272|43.101.273|43.101.276"
"5356","Criminal justice trainings","Concerning training provided by the criminal justice training commission.","2SSB 5356","5356","SSB 5356","SUBSTITUTED","","","S","2nd substitute bill substituted.","0","Orwall","2025-02-06","2025-03-04","SFN,Loc","","0","0","0","43.101.270|43.101.272|43.101.273|43.101.276"
"5356","Criminal justice trainings","Concerning training provided by the criminal justice training commission.","2SSB 5356","5356","2SSB 5356","ENACTED","","","","Effective date 7/1/2026.","1","Orwall","2025-02-28","2025-04-22","SFN,Loc","","0","0","0","43.101.270|43.101.272|43.101.273|43.101.276"
"5357","Actuarial pension funding","Concerning actuarial funding of pension systems.","ESSB 5357","5357","SSB 5357","OTHER","","","S","","0","Conway","2025-02-27","","SFN","D","0","0","0","41.45|41.45.010|41.45.035|41.45.060|41.45.070|41.45.150"
"5357","Actuarial pension funding","Concerning actuarial funding of pension systems.","ESSB 5357","5357","ESSB 5357","ENACTED","","","","Effective date 7/1/2025.","1","Conway","2025-02-27","2025-05-20","SFN","D","0","0","0","41.45|41.45.010|41.45.035|41.45.060|41.45.070|41.45.150"
"5358","Career & tech. ed./6th grade","Concerning career and technical education in sixth grade.","2SSB 5358","5358","SSB 5358","SUBSTITUTED","","","S","2nd substitute bill substituted.","0","Braun","2025-02-12","2025-03-06","SFN","O","0","0","0","28a.150.260|28a.150.265"
"5358","Career & tech. ed./6th grade","Concerning career and technical education in sixth grade.","2SSB 5358","5358","2SSB 5358","ENACTED","","","","Effective date 7/27/2025.","1","Braun","2025-02-28","2025-04-22","SFN","O","0","0","0","28a.150.265|28a.700"
"5359","Clean energy development","Accelerating the development of clean energy.","","5359","SSB 5359","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Shewmake","2025-02-18","2025-02-19","SFN,Loc","D","0","0","0",""
"5360","Environmental crimes","Concerning environmental crimes.","","5360","SB 5360","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Trudeau","2025-01-20","2025-03-04","SFN,Loc","","0","0","0","70a.15|70a.15.1030|70a.15.3150|70a.300|70a.300.010|70a.300.100|70a.300.110|9.94a.515|90.48|90.48.020|90.48.140"
"5360","Environmental crimes","Concerning environmental crimes.","","5360","SSB 5360","OTHER","","","S","","0","Trudeau","2025-02-07","","SFN,Loc","","0","0","0","70a.15|70a.15.1030|70a.15.3150|70a.300|70a.300.100|70a.300.110|9.94a.515|90.48|90.48.140"
"5360","Environmental crimes","Concerning environmental crimes.","","5360","ESSB 5360","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Trudeau","2025-02-07","2025-04-27","SFN,Loc","","0","0","0","70a.15|70a.15.1030|70a.15.3150|70a.300|70a.300.100|70a.300.110|9.94a.515|90.48|90.48.140"
"5362","Crime victim services","Concerning victims of crime act funding.","","5362","SSB 5362","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Dhingra","2025-02-06","2025-02-07","SFN","","0","0","0",""
"5365","Library funding alternate","Concerning alternate funding for libraries.","SSB 5365","5365","SB 5365","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Wilson, J.","2025-01-20","2025-02-28","SFN,Loc","","0","0","0",""
"5365","Library funding alternate","Concerning alternate funding for libraries.","SSB 5365","5365","SSB 5365","ENACTED","","","","Effective date 7/27/2025.","1","Wilson, J.","2025-02-20","2025-05-13","SFN,Loc","","0","0","0",""
"5367","Law enf. community grants","Concerning grant programs fostering community engagement through law enforcement-community partnerships and immersion.","","5367","SB 5367","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Orwall","2025-01-20","2025-02-07","SFN,Loc","","0","0","0","43.33|43.330.545"
"5367","Law enf. community grants","Concerning grant programs fostering community engagement through law enforcement-community partnerships and immersion.","","5367","SSB 5367","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Orwall","2025-02-06","2025-02-07","SFN,Loc","","0","0","0","43.33|43.330.545"
"5368","Alcohol taxes and fees study","Studying taxes and fees related to alcohol.","","5368","SSB 5368","OTHER","","","S","","0","Chapman","2025-02-14","","SFN","","0","0","0",""
"5368","Alcohol taxes and fees study","Studying taxes and fees related to alcohol.","","5368","ESSB 5368","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Chapman","2025-02-14","2025-04-27","SFN","","0","0","0",""
"5369","Youth mental health/schools","Enhancing youth mental health and well-being through advanced training and expansion of the workforce in schools.","","5369","SSB 5369","COMMITTEE","WM","false","S","On motion, referred to Ways & Means.","1","Orwall","2025-02-13","2025-02-14","SFN","","0","0","0","28a.310|28a.310.235|28a.320.280|28a.410.044"
"5370","Port commissioner terms","Lengthening port commissioner terms.","SSB 5370","5370","SB 5370","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Harris","2025-01-20","2025-02-26","SFN,Loc","","0","0","0",""
"5370","Port commissioner terms","Lengthening port commissioner terms.","SSB 5370","5370","SSB 5370","ENACTED","","","","Effective date 7/27/2025.","1","Harris","2025-02-06","2025-05-17","SFN,Loc","","0","0","0",""
"5374","Transportation/tribal rep.","Including tribal representation in certain transportation activities.","","5374","SB 5374","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Kauffman","2025-01-20","2025-03-12","SFN,Loc","","0","0","0","36.70a.070|36.81.121|43.59|43.59.156"
"5374","Transportation/tribal rep.","Including tribal representation in certain transportation activities.","","5374","SSB 5374","RULES","","","S","By resolution, returned to Senate Rules Committee for third reading.","1","Kauffman","2025-02-13","2025-04-27","SFN,Loc","","0","0","0","36.70a.070|36.81.121|43.59|43.59.156"
"5377","Motor vehicle dealers","Concerning auto sales.","","5377","SB 5377","COMMITTEE","L&C","true","S","First reading, referred to Labor & Commerce.","1","Saldaña","2025-01-20","2025-01-20","SFN","","0","0","0",""
"5379","Parks & rec./interest arb.","Granting interest arbitration to certain parks and recreation commission employees.","","5379","SB 5379","COMMITTEE","L&C","true","S","First reading, referred to Labor & Commerce.","1","Stanford","2025-01-20","2025-01-20","SFN","","0","0","0",""
"5382","Ballot measure petitions","Concerning requirements pertaining to signatures and addresses of ballot measure petitioners and petition signature gatherers.","","5382","SB 5382","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Valdez","2025-01-21","2025-02-19","SFN,Loc","","0","0","0","29a.72|29a.72.110|29a.72.120|29a.72.130"
"5382","Ballot measure petitions","Concerning requirements pertaining to signatures and addresses of ballot measure petitioners and petition signature gatherers.","","5382","SSB 5382","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Valdez","2025-02-18","2025-02-19","SFN,Loc","","0","0","0","29a.72|29a.72.110|29a.72.120|29a.72.130"
"5383","Salmon recovery projects/tax","Providing a sales and use tax exemption for inputs required for salmon recovery projects.","","5383","SB 5383","COMMITTEE","WM","true","S","First reading, referred to Ways & Means.","1","Dozier","2025-01-21","2025-01-21","SFN,Loc","","0","0","0","82.08|82.12"
"5384","Riparian programs review","Conducting a review of Washington's riparian programs.","","5384","SB 5384","COMMITTEE","AGNR","true","S","First reading, referred to Agriculture & Natural Resources.","1","Dozier","2025-01-21","2025-01-21","SFN","","0","0","0",""
"5385","Timberland definition/REET","Amending the definition of timberland for purposes of determining the real estate excise tax for a governmental entity.","","5385","SSB 5385","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Chapman","2025-02-20","2025-02-21","SFN,Loc","D","0","0","0",""
"5387","Corp practice of health care","Concerning the corporate practice of health care.","","5387","SSB 5387","RULES","","","S","Senate Rules ""X"" file.","1","Robinson","2025-02-21","2025-03-17","SFN","","0","0","0","18.06|18.1|18.108|18.130.180|18.130.190|18.134|18.138|18.205|18.22|18.225|18.25|18.29|18.29|18.32|18.36a|18.46|18.5|18.51|18.53|18.55|18.57|18.59|18.64|18.71|18.71a|18.74|18.79|18.83|19.100.120|70.127|70.23|70.41|71.12"
"5387","Corp practice of health care","Concerning the corporate practice of health care.","","5387","2SSB 5387","RULES","","","S","Senate Rules ""X"" file.","1","Robinson","2025-02-28","2025-03-17","SFN","","0","0","0","18.06|18.1|18.108|18.130.180|18.130.190|18.134|18.138|18.205|18.22|18.225|18.25|18.29|18.29|18.32|18.36a|18.46|18.5|18.51|18.53|18.55|18.57|18.59|18.64|18.71|18.71a|18.74|18.79|18.83|19.100.120|48.44|48.46|70.127|70.23|70.41|71.12"
"5388","DOC behavioral health cert.","Concerning department of corrections behavioral health certification.","SSB 5388","5388","SB 5388","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Dhingra","2025-01-21","2025-03-06","SFN","","0","0","0",""
"5388","DOC behavioral health cert.","Concerning department of corrections behavioral health certification.","SSB 5388","5388","SSB 5388","ENACTED","","","","Effective date 7/27/2025.","1","Dhingra","2025-02-27","2025-05-20","SFN","","0","0","0","72.09|9.94a.662"
"5389","Liquor revenue/local gov.","Restoring liquor sales revenue distributions to local governments.","","5389","SB 5389","COMMITTEE","WM","true","S","First reading, referred to Ways & Means.","1","Wagoner","2025-01-21","2025-01-21","SFN,Loc","","0","0","0","66.08.190|66.08.200|66.24.065"
"5390","Discover pass","Concerning the discover pass and distributions.","ESSB 5390","5390","SSB 5390","OTHER","","","S","","0","Stanford","2025-02-28","","SFN,Loc","","0","0","0","79a.05.065|79a.25|79a.80.020|79a.80.080|79a.80.090"
"5390","Discover pass","Concerning the discover pass and distributions. (REVISED FOR ENGROSSED: Concerning access to recreation sites or lands.)","ESSB 5390","5390","ESSB 5390","ENACTED","","","","Effective date 10/1/2025.","1","Stanford","2025-02-28","2025-05-17","SFN,Loc","","0","0","0","79a.05.065|79a.25|79a.80.020|79a.80.080|79a.80.090"
"5391","Sustainable farms grants","Concerning the sustainable farms and fields grant program.","SB 5391","5391","SB 5391","ENACTED","","","","Effective date 7/27/2025.","1","Shewmake","2025-01-21","2025-04-22","SFN","","0","0","0","89.08.615|89.08.620|89.08.630"
"5393","Rainier school","Closing the Rainier school by June 30, 2027.","SSB 5393","5393","SSB 5393","ENACTED","","","","Effective date 7/27/2025.","1","Robinson","2025-04-18","2025-05-20","SFN","D","0","0","0","43.382|71a.20|71a.20.020"
"5394","DDA no-paid services","Reducing the developmental disabilities administration's no-paid services caseload services.","SSB 5394","5394","SSB 5394","ENACTED","","","","Effective date 7/27/2025.","1","Robinson","2025-02-28","2025-05-17","SFN","D","0","0","0",""
"5395","Prior authorization/health","Making improvements to transparency and accountability in the prior authorization determination process.","","5395","SSB 5395","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Orwall","2025-02-21","2025-02-21","SFN","","0","0","0","41.05.845|48.43.0161|48.43.525|48.43.830|74.09.840"
"5396","FAA medical certificates","Supporting the continued employment of pilots applying for federal aviation administration medical certificates.","","5396","SB 5396","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Liias","2025-01-21","2025-02-21","SFN","","0","0","0","49.46|50a.05.010|50a.15.060"
"5396","FAA medical certificates","Supporting the continued employment of individuals applying for federal aviation administration medical certificates.","","5396","SSB 5396","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Liias","2025-02-21","2025-02-21","SFN","","0","0","0","49.46|50a.05.010|50a.15.060"
"5397","CTC faculty w/o tenure limit","Establishing limits on the percentage of courses taught by faculty without tenure track status at community and technical colleges.","","5397","SB 5397","COMMITTEE","HEWD","true","S","First reading, referred to Higher Education & Workforce Development.","1","Ramos","2025-01-21","2025-01-21","SFN","","0","0","0",""
"5398","Veterans w/ disabilities/tax","Concerning property tax exemptions for veterans with disabilities.","","5398","SB 5398","COMMITTEE","WM","true","S","First reading, referred to Ways & Means.","1","Conway","2025-01-21","2025-01-21","SFN","","0","0","0","35.13.256|52.18.090|52.26.270|82.29a.120|84.36|84.36.379|84.36.381|84.36.385|84.36.387|84.39.010|84.40.178|84.55.050"
"5399","Liquor licenses","Concerning liquor licenses.","","5399","SB 5399","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Schoesler","2025-01-21","2025-02-18","SFN","","0","0","0",""
"5400","Local news journalism","Supporting local news journalism.","","5400","SSB 5400","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Liias","2025-02-14","2025-02-18","SFN","","0","0","0",""
"5402","Financial aid eligibility","Modifying financial aid eligibility.","","5402","SSB 5402","COMMITTEE","WM","false","S","Referred to Ways & Means.","1","Hansen","2025-02-06","2025-02-07","","","0","0","0","28b.92|28b.92.205"
"5403","Direct cannabis sales","Allowing direct to consumer sales of certain cannabis products.","ESSB 5403","5403","SB 5403","SUBSTITUTED","","","S","1st substitute bill substituted.","0","Saldaña","2025-01-21","2025-03-12","SFN","","0","0","0","69.5|69.50.325|69.50.535"
